slide_id,fov_id,blob,bin,slide_density_mean,slide_density_std,predicted_density_score,predicted_density_label,predicted_overlap_score,predicted_overlap_label
RUB-72501771,88,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-088-RUB-72501771.png,1,0.1606,0.171,0.05266961464,sparser,0.06959800152,no rouleaux
RUB-72501771,48,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-048-RUB-72501771.png,1,0.1606,0.171,0.05436752085,sparser,0.04829393417,no rouleaux
RUB-72501771,180,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-180-RUB-72501771.png,1,0.1606,0.171,0.05798259494,sparser,0.07783846636,no rouleaux
RUB-72501771,150,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-150-RUB-72501771.png,1,0.1606,0.171,0.05976965721,sparser,0.0691349115,no rouleaux
RUB-72501771,9,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-009-RUB-72501771.png,1,0.1606,0.171,0.06189892444,sparser,0.03951574739,no rouleaux
RUB-72501771,224,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-224-RUB-72501771.png,1,0.1606,0.171,0.0638256269,sparser,0.05780069311,no rouleaux
RUB-72501771,46,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-046-RUB-72501771.png,1,0.1606,0.171,0.06925579895,sparser,0.06813540644,no rouleaux
RUB-72501771,16,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-016-RUB-72501771.png,1,0.1606,0.171,0.07254761737,sparser,0.09242307437,no rouleaux
RUB-72501771,10,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-010-RUB-72501771.png,1,0.1606,0.171,0.07540624481,sparser,0.07254727164,no rouleaux
RUB-72501771,223,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-223-RUB-72501771.png,1,0.1606,0.171,0.07657623433,sparser,0.07365508441,no rouleaux
RUB-72501771,63,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-063-RUB-72501771.png,1,0.1606,0.171,0.08020784418,sparser,0.07489662657,no rouleaux
RUB-72501771,82,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-082-RUB-72501771.png,1,0.1606,0.171,0.08352723794,sparser,0.1103072476,no rouleaux
RUB-72501771,300,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-300-RUB-72501771.png,1,0.1606,0.171,0.08508661944,sparser,0.07968634047,no rouleaux
RUB-72501771,171,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-171-RUB-72501771.png,1,0.1606,0.171,0.08578232368,sparser,0.08955672509,no rouleaux
RUB-72501771,154,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-154-RUB-72501771.png,1,0.1606,0.171,0.0912007547,sparser,0.117899297,no rouleaux
RUB-72501771,156,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-156-RUB-72501771.png,1,0.1606,0.171,0.0947510723,sparser,0.1212007015,no rouleaux
RUB-72501771,172,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-172-RUB-72501771.png,1,0.1606,0.171,0.0992346042,sparser,0.1114850923,no rouleaux
RUB-72501771,26,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-026-RUB-72501771.png,1,0.1606,0.171,0.1020347129,sparser,0.07948539537,no rouleaux
RUB-72501771,222,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-222-RUB-72501771.png,1,0.1606,0.171,0.1061759552,sparser,0.09495323734,no rouleaux
RUB-72501771,170,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-170-RUB-72501771.png,1,0.1606,0.171,0.1094768226,sparser,0.1017306646,no rouleaux
RUB-72501771,208,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-208-RUB-72501771.png,1,0.1606,0.171,0.1146638037,sparser,0.1459480033,no rouleaux
RUB-72501771,96,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-096-RUB-72501771.png,1,0.1606,0.171,0.1174482402,sparser,0.09824136268,no rouleaux
RUB-72501771,114,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-114-RUB-72501771.png,1,0.1606,0.171,0.1201073969,sparser,0.1272353475,no rouleaux
