slide_id,site,annotatable,annotatable_rank,n_fovs,mean,median,range,stdev,mad,iqr,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p100,frac_density_ge_monolayer,frac_density_ge_slightly_dense,frac_density_ge_dense,frac_density_ge_very_dense,frac_rouleaux_ge_slight_rouleaux,frac_rouleaux_ge_some_rouleaux,frac_rouleaux_ge_rouleaux,frac_rouleaux_ge_heavy_rouleaux,top95_mean,top90_mean,top85_mean,top80_mean,top75_mean,top70_mean,top65_mean,top60_mean,top55_mean,top50_mean,top45_mean,top40_mean,top35_mean,top30_mean,top25_mean,top20_mean,top15_mean,top10_mean,top5_mean
RUB-72501752,RUB,annotatable,4,324,0.836545,0.846756,0.935268,0.144743,0.093058,0.187918,0.602778,0.663094,0.684537,0.710954,0.738266,0.762255,0.792673,0.812459,0.832173,0.846756,0.862896,0.878869,0.888772,0.908033,0.926185,0.955874,0.976495,1.005133,1.05141,1.340532,0.975309,0.549383,0.021605,0.0,0.62037,0.194444,0.021605,0.0,0.852628,0.864789,0.876655,0.887784,0.898702,0.909053,0.919223,0.929617,0.939422,0.949262,0.959653,0.970654,0.98383,0.997918,1.014018,1.032399,1.054151,1.088147,1.146383
RUB-72501758,RUB,hard,1,324,0.962325,0.952893,0.963586,0.178827,0.123215,0.239539,0.658545,0.719694,0.778708,0.816527,0.848123,0.871579,0.892751,0.909563,0.928153,0.952893,0.982146,1.006699,1.044038,1.065381,1.087662,1.118792,1.146583,1.193674,1.254139,1.461304,0.987654,0.787037,0.216049,0.006173,0.814815,0.493827,0.135802,0.006173,0.981479,0.997047,1.011911,1.025157,1.038021,1.050564,1.063321,1.077449,1.091922,1.106757,1.121842,1.137705,1.154942,1.171472,1.190027,1.211136,1.23708,1.271919,1.317673
RUB-72501759,RUB,hard,1,322,0.782496,0.764799,1.484595,0.228803,0.142792,0.297314,0.438902,0.509832,0.56761,0.603775,0.625677,0.654614,0.683419,0.713304,0.735339,0.764799,0.786415,0.819083,0.846584,0.887522,0.922991,0.940573,0.993472,1.086422,1.178811,1.62655,0.860248,0.357143,0.062112,0.015528,0.475155,0.21118,0.068323,0.012422,0.805366,0.823473,0.839625,0.855241,0.871145,0.888589,0.90545,0.922177,0.940154,0.959379,0.979505,1.001321,1.025097,1.050887,1.082565,1.119681,1.167848,1.227493,1.333153
RUB-72501760,RUB,hard,1,324,0.940379,0.985485,1.609841,0.308778,0.220578,0.511584,0.434263,0.49747,0.572071,0.634207,0.67207,0.757212,0.836454,0.897037,0.947754,0.985485,1.034991,1.073207,1.11153,1.154052,1.183653,1.204552,1.234812,1.294362,1.39402,1.609841,0.817901,0.632716,0.320988,0.052469,0.700617,0.570988,0.32716,0.064815,0.971286,0.99946,1.028667,1.055293,1.081924,1.108189,1.132064,1.154954,1.176301,1.197043,1.217505,1.237439,1.259666,1.279777,1.301885,1.328453,1.365898,1.417911,1.490655
RUB-72501764,RUB,annotatable,4,324,0.337926,0.367891,0.998756,0.185152,0.148381,0.318768,0.053833,0.086975,0.10306,0.131055,0.159346,0.20224,0.24705,0.318717,0.347099,0.367891,0.387903,0.40975,0.43744,0.453891,0.478114,0.495915,0.535735,0.55787,0.597061,1.008379,0.138889,0.003086,0.0,0.0,0.006173,0.003086,0.0,0.0,0.353868,0.369437,0.386387,0.403241,0.420284,0.437492,0.453854,0.467924,0.480379,0.492563,0.505222,0.518258,0.532601,0.546976,0.563051,0.582259,0.604151,0.633479,0.684673
RUB-72501771,RUB,annotatable,4,324,0.310601,0.196183,1.126555,0.333216,0.196183,0.517371,0.0,0.0,0.0,0.0,0.0,0.047239,0.08917,0.134906,0.160922,0.196183,0.217958,0.283153,0.333619,0.415384,0.517371,0.653258,0.742197,0.850175,1.028365,1.126555,0.243827,0.114198,0.0,0.0,0.117284,0.070988,0.030864,0.0,0.326736,0.34464,0.365945,0.388551,0.414135,0.44303,0.471197,0.502861,0.534874,0.570209,0.609945,0.654795,0.70698,0.760454,0.819278,0.877405,0.933523,1.010126,1.071444
RUB-72501776,RUB,can spot annotate,2,324,0.713755,0.700498,1.057648,0.168505,0.111079,0.207396,0.463739,0.519019,0.544635,0.569973,0.606347,0.624158,0.648893,0.669523,0.683728,0.700498,0.729282,0.742043,0.779957,0.794155,0.813742,0.832889,0.863869,0.895102,1.0555,1.357148,0.808642,0.151235,0.021605,0.0,0.345679,0.083333,0.024691,0.003086,0.730271,0.743243,0.756407,0.768756,0.780928,0.792695,0.804645,0.81773,0.830368,0.844141,0.858179,0.873488,0.891242,0.908323,0.928648,0.954308,0.98807,1.045295,1.139643
RUB-72501787,RUB,annotatable,4,324,0.182442,0.15464,0.806275,0.146008,0.089023,0.181527,0.018573,0.028745,0.041596,0.050559,0.067676,0.086005,0.101717,0.117824,0.13549,0.15464,0.170639,0.191251,0.207317,0.224328,0.249202,0.293395,0.329483,0.366866,0.469049,0.811239,0.027778,0.0,0.0,0.0,0.003086,0.0,0.0,0.0,0.191214,0.200423,0.210669,0.220867,0.231483,0.242374,0.253655,0.266426,0.279023,0.292411,0.306689,0.322218,0.340954,0.361988,0.386498,0.415787,0.4511,0.505563,0.587612
RUB-72501801,RUB,hard,1,324,0.127854,0.094859,0.52622,0.104235,0.05225,0.109983,0.024163,0.03104,0.040108,0.04563,0.052525,0.059612,0.071504,0.078267,0.085186,0.094859,0.102369,0.114186,0.135567,0.15037,0.162508,0.198315,0.229156,0.281518,0.348744,0.527509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1338,0.139643,0.146063,0.152447,0.159246,0.166597,0.174341,0.182999,0.192143,0.202204,0.213596,0.226689,0.242074,0.258102,0.278255,0.301933,0.331245,0.371149,0.424515
RUB-72501807,RUB,hard,1,324,0.156612,0.161897,0.515062,0.125384,0.107512,0.256325,0.0,0.0,0.0,0.0,0.0,0.063721,0.085406,0.113737,0.13471,0.161897,0.18342,0.211277,0.230225,0.244435,0.256325,0.270145,0.284612,0.310371,0.347265,0.515062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164748,0.173775,0.184518,0.195916,0.208816,0.221786,0.232878,0.244539,0.255119,0.265512,0.275392,0.285322,0.294821,0.304238,0.314628,0.326796,0.343504,0.368037,0.409297
RUB-72501814,RUB,annotatable,4,324,0.044983,0.0,0.510799,0.090873,0.0,0.035258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004529,0.014355,0.035258,0.066219,0.133223,0.201902,0.258396,0.510799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04732,0.049913,0.052998,0.056272,0.059977,0.064205,0.069073,0.075126,0.081879,0.089966,0.099825,0.112111,0.128675,0.148289,0.173175,0.204015,0.239236,0.278912,0.330799
RUB-72501818,RUB,can spot annotate,2,324,0.539527,0.310724,1.405364,0.496309,0.310724,1.051083,0.0,0.0,0.0,0.0,0.0,0.07894,0.152891,0.21612,0.241619,0.310724,0.401574,1.024915,1.03066,1.038206,1.051083,1.072348,1.095124,1.122532,1.167161,1.405364,0.435185,0.435185,0.027778,0.0,0.435185,0.435185,0.20679,0.021605,0.567555,0.598654,0.635661,0.67493,0.71937,0.769448,0.818748,0.873933,0.932203,0.99633,1.066656,1.094432,1.104458,1.116,1.130095,1.147131,1.167121,1.198937,1.252675
RUB-72501819,RUB,hard,1,324,0.755543,0.752514,1.052895,0.159377,0.094356,0.188009,0.49227,0.562006,0.59573,0.639702,0.658478,0.684916,0.708035,0.718889,0.732537,0.752514,0.774461,0.791411,0.814812,0.8289,0.846488,0.873406,0.889841,0.921836,0.992054,1.348291,0.910494,0.287037,0.027778,0.0,0.398148,0.067901,0.030864,0.003086,0.772347,0.785984,0.798778,0.809646,0.820307,0.830789,0.840939,0.852013,0.863493,0.875631,0.887999,0.901145,0.916047,0.931471,0.950033,0.97208,1.00217,1.052886,1.153927
RUB-72501821,RUB,annotatable,4,324,0.118665,0.0,0.894463,0.157248,0.0,0.215432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073936,0.115365,0.14791,0.183518,0.215432,0.250071,0.301924,0.352702,0.407599,0.894463,0.009259,0.0,0.0,0.0,0.006173,0.003086,0.0,0.0,0.124829,0.131669,0.139809,0.148446,0.15822,0.169372,0.182215,0.198183,0.215997,0.23733,0.259755,0.279693,0.302251,0.324288,0.348895,0.377957,0.410498,0.453912,0.529549
RUB-72501822,RUB,can spot annotate,2,324,0.608075,0.610357,1.085785,0.185208,0.122034,0.242914,0.271579,0.387301,0.428618,0.457563,0.48831,0.522102,0.539275,0.558191,0.582862,0.610357,0.632074,0.652448,0.674055,0.701662,0.731224,0.756888,0.791838,0.829839,0.918682,1.187739,0.601852,0.083333,0.003086,0.0,0.182099,0.052469,0.003086,0.0,0.62847,0.644556,0.659564,0.673094,0.686075,0.698939,0.711687,0.726019,0.740036,0.75412,0.768426,0.784148,0.80219,0.821266,0.841753,0.865502,0.894664,0.939092,1.00173
RUB-72501823,RUB,hard,1,324,0.138338,0.109571,0.640379,0.15119,0.109571,0.256777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050236,0.109571,0.138919,0.164014,0.204443,0.225899,0.256777,0.285578,0.315382,0.360059,0.39502,0.640379,0.006173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145524,0.153498,0.162987,0.173056,0.18445,0.197451,0.212424,0.231038,0.25141,0.267859,0.283672,0.300208,0.318036,0.335244,0.353903,0.373159,0.396823,0.428953,0.480373
RUB-72501824,RUB,annotatable,4,324,0.156124,0.072538,0.932623,0.199144,0.072538,0.265997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072538,0.13001,0.169262,0.194427,0.225739,0.265997,0.30898,0.366837,0.445144,0.550623,0.932623,0.040123,0.003086,0.0,0.0,0.021605,0.006173,0.0,0.0,0.164235,0.173234,0.183943,0.195306,0.208166,0.222838,0.239736,0.260744,0.284182,0.310709,0.333571,0.35638,0.382587,0.410745,0.44325,0.481635,0.52956,0.599196,0.699258
RUB-72501825,RUB,annotatable,4,324,0.19128,0.170628,0.931353,0.145276,0.07262,0.140504,0.0,0.0,0.063311,0.094494,0.11243,0.126079,0.132277,0.146526,0.160368,0.170628,0.189826,0.201069,0.216014,0.233237,0.252934,0.273299,0.301596,0.345697,0.412701,0.931353,0.018519,0.009259,0.0,0.0,0.015432,0.006173,0.0,0.0,0.201216,0.212242,0.224131,0.233016,0.241714,0.250286,0.259526,0.270183,0.280655,0.29194,0.304212,0.317667,0.334072,0.35215,0.37342,0.400765,0.437202,0.496701,0.613411
