slide_id,site,annotatable,annotatable_rank,n_fovs,mean,median,range,stdev,mad,iqr,p5,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p100,frac_density_ge_monolayer,frac_density_ge_slightly_dense,frac_density_ge_dense,frac_density_ge_very_dense,frac_rouleaux_ge_slight_rouleaux,frac_rouleaux_ge_some_rouleaux,frac_rouleaux_ge_rouleaux,frac_rouleaux_ge_heavy_rouleaux,top95_mean,top90_mean,top85_mean,top80_mean,top75_mean,top70_mean,top65_mean,top60_mean,top55_mean,top50_mean,top45_mean,top40_mean,top35_mean,top30_mean,top25_mean,top20_mean,top15_mean,top10_mean,top5_mean
NKR-72502307,NKR,annotatable,4,324,0.516024,0.527678,0.715005,0.142911,0.103874,0.211132,0.299283,0.325545,0.359899,0.391068,0.413741,0.438929,0.464175,0.481956,0.501716,0.527678,0.544239,0.565171,0.586897,0.602578,0.624873,0.645123,0.677578,0.700777,0.736297,0.78387,0.475309,0.0,0.0,0.0,0.003086,0.0,0.0,0.0,0.532205,0.544293,0.556891,0.568172,0.579054,0.58975,0.600451,0.611523,0.622251,0.63296,0.643678,0.654868,0.66666,0.678883,0.692017,0.705801,0.721238,0.739424,0.760881
NKR-72502310,NKR,can spot annotate,2,324,1.324919,1.360205,1.090007,0.201045,0.134665,0.263037,0.915923,1.104075,1.146017,1.175721,1.215431,1.241516,1.268827,1.293084,1.322642,1.360205,1.398455,1.413078,1.423248,1.45364,1.478468,1.508449,1.529009,1.550539,1.571165,1.61686,0.996914,0.959877,0.87037,0.490741,0.975309,0.947531,0.839506,0.466049,1.354067,1.372443,1.387778,1.401634,1.41504,1.428177,1.441378,1.45544,1.468568,1.48133,1.492638,1.503497,1.516283,1.52914,1.541687,1.553383,1.563948,1.57576,1.591049
NKR-72502313,NKR,can spot annotate,2,324,0.818912,0.81006,0.811898,0.156863,0.114496,0.228115,0.578289,0.617649,0.669295,0.687786,0.707949,0.726873,0.744098,0.765486,0.786386,0.81006,0.826548,0.850803,0.894954,0.916137,0.936064,0.959529,0.993242,1.027413,1.071552,1.217265,0.969136,0.459877,0.027778,0.0,0.521605,0.200617,0.015432,0.0,0.835218,0.848515,0.860823,0.872169,0.883664,0.895397,0.907484,0.920876,0.93404,0.947175,0.961175,0.976346,0.992158,1.006195,1.022149,1.040451,1.061648,1.089452,1.131442
NKR-72502314,NKR,hard,1,324,0.668337,0.669069,1.021416,0.193665,0.136018,0.270484,0.371181,0.424064,0.472265,0.505214,0.532122,0.559007,0.584344,0.610993,0.629468,0.669069,0.693654,0.712957,0.740744,0.775187,0.802607,0.82545,0.859105,0.900334,1.015224,1.178403,0.712963,0.169753,0.015432,0.0,0.283951,0.089506,0.015432,0.0,0.68826,0.703902,0.719703,0.73391,0.748306,0.762619,0.777101,0.792848,0.808426,0.824104,0.839789,0.85668,0.876444,0.896059,0.916902,0.941381,0.973866,1.026345,1.090867
NKR-72502319,NKR,hard,1,324,0.865561,0.878075,0.615114,0.099554,0.050592,0.102775,0.680963,0.724135,0.76525,0.798776,0.824206,0.838366,0.846309,0.859805,0.865803,0.878075,0.88683,0.892417,0.90477,0.914105,0.926981,0.938777,0.945122,0.965406,1.010732,1.168819,1.0,0.756173,0.015432,0.0,0.771605,0.101852,0.003086,0.0,0.87822,0.887797,0.896768,0.903715,0.909833,0.915327,0.920907,0.926872,0.932683,0.938581,0.944801,0.951557,0.959436,0.967858,0.977089,0.988099,1.00316,1.028427,1.068477
NKR-72502321,NKR,can spot annotate,2,324,0.541957,0.529396,0.855904,0.143701,0.096608,0.203514,0.304589,0.364356,0.402989,0.425977,0.451582,0.469413,0.481847,0.499687,0.518188,0.529396,0.549784,0.575672,0.595786,0.614222,0.655096,0.670822,0.690229,0.725337,0.77044,0.985988,0.466049,0.012346,0.0,0.0,0.046296,0.003086,0.0,0.0,0.558166,0.570104,0.581498,0.591708,0.601704,0.611759,0.621951,0.633385,0.644478,0.656347,0.669116,0.682297,0.696816,0.711777,0.726744,0.742624,0.762355,0.790813,0.831704
NKR-72502322,NKR,can spot annotate,2,324,1.213618,1.209285,0.595545,0.098034,0.05784,0.116507,1.047831,1.102709,1.135318,1.151462,1.164952,1.175891,1.184546,1.192994,1.200095,1.209285,1.217417,1.235923,1.252523,1.265344,1.281458,1.299503,1.316152,1.326734,1.34634,1.452561,1.0,1.0,0.898148,0.037037,1.0,0.981481,0.694444,0.027778,1.226933,1.234953,1.242295,1.248365,1.254315,1.260246,1.266314,1.273099,1.27996,1.287266,1.295347,1.303872,1.312612,1.321269,1.330435,1.340437,1.351286,1.367951,1.399722
NKR-72502327,NKR,annotatable,4,324,0.425747,0.432085,0.875633,0.134247,0.085102,0.166127,0.20774,0.248634,0.282339,0.313483,0.339543,0.362896,0.379409,0.402206,0.412168,0.432085,0.444993,0.455201,0.474375,0.488276,0.50567,0.52712,0.548769,0.587861,0.626119,0.96978,0.154321,0.003086,0.0,0.0,0.018519,0.003086,0.0,0.0,0.439771,0.451163,0.462451,0.472644,0.48222,0.491565,0.500665,0.510328,0.519644,0.529162,0.53915,0.550148,0.562982,0.576592,0.59262,0.611075,0.635044,0.668302,0.731578
NKR-72502330,NKR,hard,1,324,0.27434,0.279303,0.593811,0.073398,0.041374,0.08213,0.14631,0.190891,0.205069,0.221607,0.23444,0.245862,0.253353,0.260813,0.26883,0.279303,0.285875,0.292422,0.300051,0.307106,0.316571,0.325907,0.339883,0.357483,0.383502,0.641128,0.003086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283123,0.289438,0.295061,0.300106,0.304877,0.309549,0.314119,0.319141,0.324039,0.328972,0.334113,0.33967,0.346225,0.353216,0.36144,0.371352,0.383896,0.402497,0.434019
NKR-72502333,NKR,hard,1,324,0.58622,0.575102,0.541849,0.078522,0.042979,0.084387,0.47738,0.507797,0.522468,0.529292,0.537345,0.546908,0.552383,0.562967,0.568206,0.575102,0.580703,0.587217,0.596549,0.613685,0.621732,0.637164,0.659635,0.681227,0.744438,0.912204,0.83642,0.009259,0.0,0.0,0.033951,0.0,0.0,0.0,0.593766,0.599275,0.604496,0.609391,0.614379,0.61946,0.624751,0.630743,0.636641,0.643096,0.650228,0.658393,0.668366,0.678701,0.690675,0.70569,0.724715,0.754461,0.795185
NKR-72502335,NKR,can spot annotate,2,324,0.545688,0.548835,1.522494,0.206611,0.13265,0.267061,0.207722,0.288911,0.332705,0.384155,0.427121,0.459677,0.48979,0.510155,0.526216,0.548835,0.574465,0.603159,0.629497,0.654753,0.694182,0.720853,0.744542,0.778593,0.806954,1.522494,0.496914,0.021605,0.009259,0.003086,0.111111,0.009259,0.009259,0.009259,0.569656,0.587661,0.605005,0.620098,0.634072,0.647563,0.660393,0.674457,0.688392,0.70334,0.718571,0.734296,0.752178,0.769997,0.788164,0.807486,0.831115,0.868915,0.943658
NKR-72502337,NKR,hard,1,324,1.276631,1.281711,0.543286,0.07733,0.051604,0.101306,1.159815,1.185892,1.206031,1.213358,1.224266,1.234653,1.250111,1.262959,1.273422,1.281711,1.287464,1.300317,1.311154,1.316448,1.325572,1.338082,1.348655,1.381984,1.394819,1.460481,1.0,1.0,0.969136,0.135802,1.0,0.996914,0.91358,0.064815,1.286133,1.292563,1.298424,1.303879,1.309421,1.315079,1.3207,1.326187,1.331431,1.336756,1.342509,1.348598,1.355163,1.361981,1.370254,1.379798,1.391623,1.402449,1.417105
NKR-72502338,NKR,hard,1,324,0.501312,0.499528,0.449969,0.083558,0.058271,0.115409,0.368722,0.40438,0.41707,0.429633,0.443537,0.456234,0.46562,0.482409,0.490148,0.499528,0.509356,0.522311,0.532266,0.549434,0.558946,0.576706,0.591111,0.610209,0.63766,0.707818,0.296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510758,0.517564,0.524233,0.530405,0.536626,0.542649,0.548761,0.555324,0.561478,0.568095,0.575187,0.582544,0.59083,0.599063,0.608002,0.618249,0.629286,0.644567,0.663448
NKR-72502344,NKR,annotatable,4,324,0.378154,0.374666,1.652564,0.194874,0.094901,0.189714,0.111461,0.171714,0.207835,0.242076,0.265563,0.291583,0.309677,0.332003,0.352584,0.374666,0.392159,0.403734,0.41618,0.4324,0.455277,0.47796,0.503431,0.546906,0.594028,1.652564,0.089506,0.030864,0.009259,0.003086,0.037037,0.027778,0.012346,0.003086,0.394217,0.4084,0.421692,0.433569,0.445299,0.457148,0.469148,0.482143,0.494607,0.507462,0.520987,0.53609,0.55509,0.576595,0.602599,0.635842,0.683231,0.767903,0.969843
NKR-72502347,NKR,hard,1,324,0.398546,0.416834,0.604944,0.134515,0.094401,0.18112,0.144351,0.196726,0.24823,0.275842,0.309215,0.327376,0.365782,0.388249,0.401351,0.416834,0.431244,0.451636,0.463901,0.475608,0.490335,0.513964,0.528344,0.559211,0.599415,0.67975,0.126543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413341,0.426679,0.439458,0.450314,0.460716,0.470808,0.480024,0.489048,0.497632,0.506275,0.515226,0.524189,0.53418,0.544576,0.556922,0.569982,0.585971,0.608963,0.635338
NKR-72502348,NKR,hard,1,324,0.550599,0.563278,0.566546,0.106583,0.057639,0.116123,0.352884,0.398055,0.435912,0.474226,0.495971,0.510835,0.524172,0.540159,0.551761,0.563278,0.572601,0.58398,0.594091,0.600897,0.612095,0.625734,0.642765,0.674522,0.718252,0.824018,0.62963,0.0,0.0,0.0,0.021605,0.0,0.0,0.0,0.563138,0.57358,0.583167,0.591022,0.598039,0.604724,0.611342,0.618215,0.624708,0.631315,0.638365,0.645811,0.654347,0.663671,0.674871,0.688566,0.706716,0.733389,0.769852
NKR-72502353,NKR,annotatable,4,324,0.474643,0.507616,0.653105,0.132636,0.081007,0.173872,0.216866,0.280168,0.308723,0.362223,0.39699,0.421678,0.452227,0.472435,0.483191,0.507616,0.521233,0.532089,0.542774,0.557584,0.570862,0.584496,0.607025,0.621298,0.642121,0.704263,0.345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491263,0.504393,0.517322,0.528283,0.538258,0.54718,0.555452,0.563565,0.571266,0.578524,0.585483,0.592632,0.600746,0.60905,0.617527,0.627257,0.637303,0.650079,0.668188
NKR-72502360,NKR,annotatable,4,324,0.366516,0.372603,0.725401,0.143857,0.095494,0.188863,0.115738,0.173817,0.220004,0.246205,0.269664,0.287202,0.310664,0.345257,0.358597,0.372603,0.389319,0.404646,0.418214,0.433692,0.458527,0.477727,0.502195,0.530387,0.6061,0.757917,0.064815,0.0,0.0,0.0,0.009259,0.0,0.0,0.0,0.381561,0.39429,0.406561,0.417401,0.427889,0.438447,0.44907,0.459634,0.469347,0.479378,0.490169,0.501675,0.51519,0.529705,0.546218,0.565507,0.590298,0.628154,0.684371
NKR-72502363,NKR,can spot annotate,2,324,0.438707,0.420465,0.76584,0.120879,0.063147,0.126365,0.275434,0.302408,0.328881,0.347161,0.362079,0.3739,0.386946,0.398601,0.413114,0.420465,0.426777,0.43882,0.456187,0.475299,0.488444,0.516634,0.561878,0.615528,0.686898,0.940146,0.166667,0.003086,0.0,0.0,0.003086,0.003086,0.0,0.0,0.449203,0.458009,0.46678,0.474714,0.48261,0.490797,0.499214,0.50853,0.517831,0.527749,0.539156,0.552288,0.568165,0.584912,0.605167,0.631005,0.661125,0.701309,0.741962
NKR-72502513,NKR,annotatable (hard),3,324,0.723052,0.708341,1.33668,0.17481,0.072171,0.14872,0.551195,0.597477,0.617326,0.628908,0.64269,0.656434,0.666406,0.677234,0.699437,0.708341,0.720244,0.737743,0.754901,0.776645,0.79141,0.820747,0.850189,0.89245,0.99337,1.33668,0.941358,0.179012,0.024691,0.0,0.228395,0.070988,0.030864,0.0,0.745912,0.755017,0.764098,0.772884,0.78176,0.791034,0.800935,0.812244,0.823494,0.835306,0.848623,0.863311,0.880753,0.899086,0.921719,0.950435,0.987693,1.049967,1.154005
NKR-72502533,NKR,hard,1,324,0.609497,0.606968,0.974697,0.158635,0.09926,0.201791,0.359761,0.413741,0.443392,0.471695,0.509315,0.529072,0.543715,0.562472,0.582505,0.606968,0.624461,0.647477,0.664119,0.683938,0.711107,0.732359,0.760312,0.821918,0.873834,1.171913,0.694444,0.058642,0.003086,0.0,0.126543,0.037037,0.003086,0.0,0.624983,0.637929,0.651093,0.662979,0.674471,0.685568,0.696783,0.709387,0.721818,0.734523,0.747618,0.761777,0.777742,0.794825,0.814537,0.837227,0.86722,0.90742,0.976476
NKR-72502552,NKR,hard,1,324,0.374214,0.336941,1.117926,0.219509,0.103115,0.205525,0.106424,0.154993,0.177223,0.206531,0.235639,0.25255,0.270364,0.290371,0.317985,0.336941,0.348879,0.369022,0.388553,0.411362,0.441164,0.476078,0.573083,0.700021,0.858332,1.117926,0.160494,0.033951,0.0,0.0,0.08642,0.052469,0.012346,0.0,0.390472,0.404584,0.419358,0.43344,0.44754,0.462044,0.477214,0.494539,0.511525,0.529683,0.550326,0.573754,0.603066,0.636342,0.678524,0.732032,0.800198,0.884669,0.986629
RUB-62501292,RUB,annotatable,4,324,0.782442,0.70527,1.204826,0.266314,0.165723,0.387897,0.411294,0.50157,0.531796,0.545926,0.579471,0.617318,0.639158,0.657845,0.680798,0.70527,0.751922,0.822591,0.860564,0.907319,0.967367,1.036145,1.111958,1.203759,1.26474,1.441585,0.830247,0.367284,0.135802,0.003086,0.419753,0.274691,0.148148,0.021605,0.805319,0.824002,0.843063,0.861883,0.881607,0.90181,0.922573,0.94671,0.971649,0.999178,1.028758,1.058913,1.091444,1.125956,1.163635,1.203487,1.243489,1.285753,1.336153
RUB-62501325,RUB,hard,1,324,0.288428,0.3041,0.552934,0.129796,0.102757,0.209075,0.07464,0.104008,0.131171,0.160159,0.185727,0.216115,0.239811,0.250972,0.27103,0.3041,0.322243,0.339754,0.357616,0.375265,0.394802,0.414576,0.432199,0.449714,0.476818,0.552934,0.003086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301232,0.31299,0.325093,0.336053,0.34702,0.357245,0.367215,0.377888,0.388327,0.398691,0.40832,0.417664,0.427823,0.438041,0.448576,0.458852,0.469956,0.485228,0.503772
RUB-62501327,RUB,annotatable,4,324,0.262718,0.260261,0.589014,0.125075,0.087267,0.173529,0.069355,0.099736,0.125354,0.149413,0.174589,0.192913,0.21438,0.229169,0.246813,0.260261,0.280734,0.294416,0.309042,0.326061,0.348118,0.372633,0.393992,0.416908,0.468487,0.589014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.275259,0.285775,0.296379,0.306283,0.315748,0.325035,0.33436,0.344119,0.353691,0.363598,0.373769,0.384487,0.396807,0.409798,0.42421,0.440232,0.458486,0.486425,0.526761
RUB-62501332,RUB,hard,1,324,0.214354,0.211602,0.411363,0.086837,0.068689,0.136089,0.076981,0.099507,0.117427,0.134629,0.148382,0.162117,0.176097,0.185068,0.198273,0.211602,0.226068,0.236707,0.253201,0.272842,0.284472,0.294363,0.305231,0.323635,0.357867,0.436049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222553,0.229899,0.237497,0.244479,0.251265,0.258009,0.264878,0.272266,0.279527,0.286914,0.294406,0.302329,0.310857,0.31815,0.325924,0.334952,0.346785,0.363915,0.385657
RUB-62501334,RUB,annotatable,4,324,0.148016,0.129103,0.602752,0.092361,0.051949,0.107855,0.034615,0.04903,0.060873,0.075604,0.082877,0.094203,0.102838,0.114386,0.122073,0.129103,0.142371,0.152582,0.163137,0.176311,0.190732,0.219458,0.237575,0.254266,0.315186,0.602752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154749,0.16094,0.167591,0.173685,0.179963,0.186485,0.193132,0.200492,0.2079,0.21603,0.224882,0.234446,0.245965,0.258752,0.273471,0.290955,0.311457,0.34607,0.407632
RUB-62501335,RUB,annotatable,4,324,0.182397,0.178835,0.350885,0.077533,0.055957,0.111511,0.056817,0.082603,0.093859,0.109496,0.124265,0.137511,0.149897,0.160116,0.167892,0.178835,0.193702,0.202016,0.212929,0.22216,0.235776,0.25641,0.273631,0.287068,0.314358,0.369209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.189674,0.196237,0.202973,0.209149,0.215195,0.221192,0.22723,0.233605,0.239858,0.246464,0.253066,0.259862,0.267761,0.27601,0.285168,0.295157,0.304472,0.317325,0.334009
RUB-62501337,RUB,can spot annotate,2,324,0.174363,0.172224,0.397679,0.093289,0.076276,0.152016,0.029415,0.053498,0.067335,0.082784,0.094144,0.107295,0.122845,0.135735,0.159779,0.172224,0.192491,0.201079,0.217921,0.23549,0.24616,0.264221,0.275818,0.302849,0.331334,0.408315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182251,0.189944,0.198016,0.20555,0.213182,0.221135,0.229216,0.237959,0.245982,0.253836,0.261683,0.269732,0.279016,0.287498,0.296589,0.307251,0.319162,0.336767,0.356309
RUB-62501338,RUB,can spot annotate,2,324,0.337976,0.3441,0.788619,0.155956,0.092853,0.189717,0.063898,0.111498,0.170816,0.208883,0.244677,0.264184,0.289824,0.308553,0.326492,0.3441,0.359825,0.374748,0.390449,0.414442,0.434394,0.455133,0.48723,0.529128,0.603779,0.791828,0.098765,0.0,0.0,0.0,0.006173,0.0,0.0,0.0,0.353744,0.368604,0.382346,0.394277,0.405156,0.415717,0.4264,0.437489,0.44837,0.459402,0.471098,0.483767,0.499009,0.514902,0.532782,0.55502,0.583312,0.623044,0.67849
RUB-62501340,RUB,hard,1,324,0.255039,0.233635,0.575422,0.102352,0.062218,0.12222,0.111545,0.146024,0.157998,0.170184,0.18533,0.189696,0.208803,0.214913,0.222246,0.233635,0.249844,0.259662,0.275691,0.292767,0.30755,0.329555,0.360616,0.387156,0.447572,0.6502,0.012346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263284,0.270386,0.277738,0.284661,0.291738,0.299066,0.306491,0.314703,0.323248,0.33263,0.342561,0.353307,0.366302,0.379981,0.395573,0.414816,0.437406,0.471682,0.524515
RUB-62501342,RUB,annotatable,4,324,0.424707,0.415071,0.911683,0.19732,0.138472,0.276317,0.125733,0.175771,0.203974,0.233656,0.278452,0.316528,0.340814,0.369863,0.39107,0.415071,0.450186,0.473418,0.498777,0.52443,0.55477,0.595188,0.627374,0.676233,0.784365,0.911683,0.228395,0.003086,0.0,0.0,0.067901,0.009259,0.0,0.0,0.443909,0.459876,0.476533,0.492089,0.507951,0.52273,0.537296,0.553164,0.56854,0.584774,0.601046,0.618103,0.637752,0.658337,0.682054,0.708839,0.741235,0.788547,0.84282
RUB-62501343,RUB,can spot annotate,2,324,0.173224,0.151871,0.554337,0.092666,0.062492,0.130214,0.044799,0.066594,0.0801,0.094873,0.106362,0.115563,0.126521,0.133195,0.14105,0.151871,0.166211,0.180632,0.204491,0.220417,0.236576,0.256873,0.26956,0.301873,0.338063,0.565851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180637,0.187513,0.1945,0.201049,0.207736,0.214511,0.22174,0.229784,0.23817,0.247186,0.256876,0.267038,0.278447,0.289136,0.301273,0.314826,0.331519,0.356415,0.392668
RUB-62501346,RUB,can spot annotate,2,324,0.328547,0.296734,0.74787,0.126632,0.084207,0.181903,0.179535,0.196703,0.206346,0.217733,0.230162,0.238088,0.250317,0.263383,0.279791,0.296734,0.330616,0.346067,0.369278,0.385413,0.412064,0.427909,0.447151,0.481661,0.539451,0.901993,0.049383,0.003086,0.0,0.0,0.009259,0.0,0.0,0.0,0.336859,0.345003,0.353941,0.362767,0.371991,0.381687,0.392063,0.403959,0.415966,0.428642,0.441157,0.453855,0.46801,0.483004,0.499313,0.518874,0.546076,0.589859,0.672661
RUB-62501347,RUB,annotatable,4,324,0.334047,0.326263,0.890777,0.117567,0.06459,0.127582,0.161598,0.197467,0.23425,0.250648,0.266743,0.278713,0.291597,0.304258,0.316535,0.326263,0.337127,0.35368,0.365894,0.385182,0.394325,0.414549,0.437368,0.471637,0.526971,0.92998,0.033951,0.003086,0.0,0.0,0.006173,0.003086,0.0,0.0,0.346482,0.355804,0.364268,0.371938,0.379321,0.386828,0.394673,0.403272,0.411576,0.420545,0.430379,0.440916,0.453103,0.465832,0.480846,0.500108,0.524644,0.564009,0.627544
RUB-62501349,RUB,annotatable,4,324,0.219923,0.210266,0.714366,0.114911,0.069104,0.140491,0.067383,0.090365,0.114702,0.126235,0.136146,0.149376,0.164775,0.180517,0.197971,0.210266,0.222843,0.233091,0.248828,0.264057,0.276637,0.29692,0.316257,0.356672,0.423332,0.714366,0.009259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229567,0.237837,0.246319,0.253937,0.262062,0.270337,0.279001,0.288376,0.297187,0.306472,0.316244,0.327085,0.339913,0.353369,0.369758,0.390409,0.417661,0.464628,0.533287
RUB-62501365,RUB,annotatable,4,324,0.128242,0.105365,0.409115,0.098209,0.076371,0.165597,0.004458,0.016391,0.025805,0.034323,0.045746,0.055132,0.066839,0.079747,0.088974,0.105365,0.117174,0.133818,0.160008,0.192884,0.211343,0.230886,0.249391,0.273021,0.301607,0.409115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134893,0.141816,0.149285,0.156709,0.164414,0.172512,0.180932,0.190402,0.199976,0.210096,0.220868,0.232936,0.246275,0.257618,0.268352,0.280158,0.293676,0.311284,0.333213
RUB-62501379,RUB,hard,1,324,0.30605,0.302728,0.655208,0.115799,0.081121,0.161968,0.123017,0.166996,0.185944,0.208035,0.217612,0.238182,0.25499,0.276858,0.287951,0.302728,0.316871,0.332372,0.341473,0.355812,0.37958,0.398964,0.420442,0.4631,0.50129,0.70938,0.04321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316895,0.326252,0.335566,0.344048,0.35268,0.361505,0.370361,0.379928,0.388648,0.397919,0.407639,0.417846,0.430092,0.443546,0.458181,0.474764,0.496312,0.528106,0.578225
RUB-62501381,RUB,hard,1,324,0.143765,0.125666,0.471083,0.131134,0.125666,0.24033,0.0,0.0,0.0,0.0,0.0,0.014831,0.055988,0.075189,0.103694,0.125666,0.15428,0.17884,0.202093,0.223752,0.24033,0.265224,0.300175,0.333998,0.373953,0.471083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151234,0.15952,0.169382,0.179845,0.191687,0.205125,0.217903,0.231375,0.2443,0.257022,0.269622,0.282115,0.2961,0.309818,0.324769,0.342838,0.362632,0.386208,0.41663
RUB-62501383,RUB,annotatable,4,324,0.243376,0.238629,0.772584,0.150697,0.107953,0.213274,0.015773,0.059525,0.080121,0.101855,0.127897,0.152802,0.175071,0.197577,0.212716,0.238629,0.251446,0.269349,0.293967,0.319641,0.341172,0.359924,0.386789,0.422157,0.483832,0.772584,0.027778,0.0,0.0,0.0,0.009259,0.0,0.0,0.0,0.255713,0.267797,0.280086,0.291794,0.303487,0.31491,0.326255,0.338433,0.350318,0.362583,0.375461,0.389669,0.405786,0.422724,0.44053,0.462185,0.491213,0.536948,0.619515
RUB-62501385,RUB,can spot annotate,2,324,0.282219,0.282365,0.669759,0.13891,0.10437,0.210718,0.079117,0.107325,0.123428,0.137048,0.172095,0.1932,0.210602,0.235096,0.255155,0.282365,0.306069,0.327082,0.347541,0.356318,0.382813,0.402628,0.427345,0.456958,0.513347,0.691113,0.027778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293879,0.305113,0.316863,0.328431,0.3399,0.351131,0.362564,0.374839,0.38679,0.398625,0.410176,0.421529,0.434067,0.447475,0.4626,0.480328,0.502258,0.536507,0.584636
RUB-62501389,RUB,can spot annotate,2,324,0.498018,0.500073,0.88214,0.148616,0.105764,0.214275,0.278677,0.320525,0.336698,0.367764,0.389264,0.40908,0.424977,0.449624,0.478739,0.500073,0.524562,0.538535,0.555879,0.581365,0.60354,0.617372,0.638459,0.678404,0.739178,1.020686,0.410494,0.015432,0.0,0.0,0.018519,0.009259,0.0,0.0,0.513008,0.524792,0.53688,0.548138,0.559381,0.570638,0.582254,0.595081,0.606532,0.617888,0.629276,0.641178,0.655057,0.669263,0.684376,0.702677,0.727612,0.765951,0.825103
RUB-62501390,RUB,annotatable,4,324,0.425222,0.431733,0.859609,0.134775,0.100918,0.190829,0.209174,0.259415,0.281531,0.302207,0.32413,0.340181,0.356526,0.382842,0.406797,0.431733,0.451672,0.469215,0.479651,0.500985,0.51496,0.543201,0.567407,0.596125,0.640061,0.859609,0.188272,0.0,0.0,0.0,0.006173,0.0,0.0,0.0,0.438293,0.449492,0.460764,0.471294,0.481678,0.492256,0.503322,0.515022,0.526032,0.536643,0.546738,0.557187,0.569831,0.582926,0.597373,0.613957,0.633472,0.661724,0.700833
RUB-62501392,RUB,hard,1,323,0.475719,0.467706,1.130147,0.184043,0.122675,0.241521,0.195058,0.283281,0.316586,0.341831,0.369158,0.390939,0.410597,0.42463,0.443995,0.467706,0.48759,0.508216,0.554775,0.585619,0.610679,0.632454,0.653605,0.673985,0.715344,1.130147,0.331269,0.009288,0.0,0.0,0.034056,0.027864,0.009288,0.0,0.498519,0.513157,0.525571,0.538671,0.550897,0.562965,0.575305,0.588381,0.602242,0.616603,0.632801,0.649478,0.666121,0.681491,0.69761,0.715979,0.742358,0.781284,0.869422
RUB-62501396,RUB,annotatable,4,324,0.355646,0.330428,1.228786,0.191084,0.093079,0.183929,0.123213,0.156665,0.194895,0.214003,0.23177,0.253904,0.278681,0.295836,0.319735,0.330428,0.349828,0.363052,0.372997,0.391732,0.415699,0.446379,0.487686,0.573741,0.713206,1.266844,0.104938,0.018519,0.012346,0.0,0.04321,0.024691,0.012346,0.0,0.369232,0.381934,0.39452,0.406254,0.41836,0.430582,0.443237,0.45694,0.470276,0.484659,0.500483,0.518221,0.540871,0.566988,0.599499,0.640362,0.697205,0.792814,0.946416
RUB-62501397,RUB,hard,1,324,0.217182,0.185778,1.015551,0.193455,0.090646,0.188389,0.0116,0.03144,0.050957,0.068957,0.083237,0.10048,0.122985,0.150699,0.168719,0.185778,0.199845,0.216317,0.233024,0.247792,0.271625,0.285659,0.330934,0.423739,0.63296,1.015551,0.052469,0.015432,0.0,0.0,0.037037,0.021605,0.0,0.0,0.228203,0.239615,0.251931,0.263666,0.276022,0.288886,0.302229,0.316764,0.330899,0.346158,0.363043,0.382303,0.406402,0.43363,0.467933,0.514792,0.581436,0.691918,0.844345
RUB-62501399,RUB,can spot annotate,2,324,0.259575,0.261355,0.60204,0.116351,0.069527,0.139175,0.063479,0.108504,0.139698,0.168906,0.19308,0.207178,0.220626,0.234897,0.248134,0.261355,0.269354,0.28027,0.293185,0.31346,0.332255,0.348012,0.370607,0.410668,0.44664,0.60204,0.009259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272067,0.282304,0.292092,0.300642,0.308586,0.316141,0.32389,0.332246,0.340407,0.348816,0.357935,0.368164,0.380452,0.39315,0.406811,0.423433,0.445082,0.472165,0.51959
RUB-62501403,RUB,hard,1,324,0.560554,0.513144,1.130608,0.194862,0.10312,0.211817,0.334121,0.36877,0.394741,0.407214,0.424461,0.444051,0.465811,0.477529,0.495085,0.513144,0.536379,0.572298,0.594421,0.612894,0.636278,0.684544,0.733024,0.798077,0.946613,1.36494,0.453704,0.074074,0.021605,0.0,0.108025,0.055556,0.021605,0.0,0.574358,0.586592,0.599405,0.611715,0.624722,0.638218,0.652321,0.668261,0.684526,0.70235,0.72185,0.742636,0.76653,0.793364,0.826946,0.867785,0.919999,1.004197,1.127138
